SYS,ASY,COMP,"Description ",CompCode9Digit,Obsolete,"Comments "
27,11,16,"Plate -  Low Clutch, Splitter",027-011-016,,
27,11,17,"Plate -  High Clutch, Splitter",027-011-017,,
27,11,18,"Piston - Splitter Clutch",027-011-018,,
27,12,0,"Housing Converter (Bell Housing)",027-012-000,,
27,12,1,"Housing - Converter (Bell Housing), Assembly",027-012-001,,"updated by JP"
27,12,2,"Hardware, Mounting - Bell Housing to Transmission",027-012-002,,
27,12,3,"Adapter - Engine To Transmission",027-012-003,,
27,12,4,"Gasket - Converter Housing To Case",027-012-004,,
27,12,5,"Ring - Housing, Torque Converter, Automatic Transmission",027-012-005,,
27,12,6,"Fittings - Converter",027-012-006,,
27,12,8,"Filter Element - Converter",027-012-008,,
27,12,9,"Filter Magnet - Converter",027-012-009,,
27,12,10,"Sensor - Speed Converter, Automatic Transmission",027-012-010,,
27,12,11,"Access Cover - Converter Housing",027-012-011,,
27,12,12,"Bearing - Converter, Automatic Transmission",027-012-012,,
27,12,13,"Bushing - Converter, Automatic Transmission",027-012-013,,
27,12,14,"Gear - PTO",027-012-014,,
27,12,15,"Gear Assembly",027-012-015,,
27,12,16,"Hub - Oil Pump Drive",027-012-016,,
27,12,17,"Hub - PTO, Automatic Transmission",027-012-017,,
27,12,18,"O-Ring - PTO Hub, Automatic Transmission",027-012-018,,
27,12,19,"Retainer - Bearing",027-012-019,,
27,12,20,"Rings, Clips, Retainers",027-012-020,,
27,12,21,"Seal - Converter Housing, Automatic Transmission",027-012-021,,
27,12,22,"Plug Kit - Torque Converter",027-012-022,,
27,12,23,"Spacer Kit - Torque Converter",027-012-023,,
27,12,24,"Gasket - Mounting, Cooler Manifold",027-012-024,,
27,12,25,"Mounting Plate - Cooler Manifold",027-012-025,,
27,12,26,"Cooler Manifold",027-012-026,,
27,12,27,"Hardware, Mounting - Bell Housing to Engine",027-012-027,,
27,12,28,"Chain - Drive",027-012-028,,"Requested by SEFL JP "
27,12,29,"Torque Converter Assembly ",027-012-029,,
27,13,0,"Planet Carrier &/Or Output Shaft Assembly",027-013-000,,
27,13,1,"Carrier - Transmission Planetary",027-013-001,,
27,13,2,"Shaft - Output Or Output Flange",027-013-002,,
27,13,3,"Bushing - Output Shaft, Automatic Transmission",027-013-003,,"updated by JP"
27,13,4,"Thrust Bearing Assembly - Needle",027-013-004,,
27,13,5,"Thrust Washer - Input Sun Gear To Carrier, Planetary Carrier, Automatic Transmission",027-013-005,,
27,13,6,"Gear - Input, Sun",027-013-006,,
27,13,7,"Pinion - Planetary",027-013-007,,
27,13,8,"Ring Gear - Reverse, Planetary Carrier, Automatic Transmission",027-013-008,,"updated by JP"
27,13,9,"Plate - Planet Pinion Shaft Lock",027-013-009,,
27,13,10,"Snap Ring - Output Shaft To Front Internal Gear",027-013-010,,
27,13,11,"Thrust Washer - Output Shaft To Case, Planetary Carrier, Automatic Transmission",027-013-011,,
27,13,12,"Thrust Washer - Output Shaft To Case Selective, Planetary Carrier, Automatic Transmission",027-013-012,,
27,13,13,"Return Spring",027-013-013,,
27,13,14,"Hardware, Mounting - Transmission Planetary Carrier",027-013-014,,
27,13,16,"O-Rings - Carrier",027-013-016,,
27,13,17,"Bearing Assembly - Thrust, Planetary Carrier",027-013-017,,
27,13,18,"Ring - Internal Retaining, Planetary Carrier",027-013-018,,
27,13,20,Spindle,027-013-020,,
27,13,21,"Bearing Assembly",027-013-021,,
27,13,22,"Gearing Set - Pinion",027-013-022,,
27,13,25,"Spring Assembly - Planetary Carrier, Automatic Transmission",027-013-025,,
27,13,26,"Bushing - Output Shaft",027-013-026,Yes,"Obsolete - Use 027-013-003"
27,13,27,"Tone Wheel",027-013-027,,
27,13,28,"Spacer - Thrust Bearing",027-013-028,,
27,13,29,"Bracket - Rear Support",027-013-029,,
27,13,30,"Clips & Retainers - Planet Carrier",027-013-030,,
27,13,31,"Oil Deflector",027-013-031,,
27,13,32,"Pin - Spring",027-013-032,,
27,13,33,"Piston - Planetary Carrier Clutch, Automatic Transmission",027-013-033,,
27,13,34,"Retainer - Temperature Valve",027-013-034,,
27,13,35,"Ring - Indexing",027-013-035,,
27,13,36,"Rotor - Retarder",027-013-036,,
27,13,37,"Shim - Bearing",027-013-037,,
27,13,38,"Spring - Relay, Planetary Carrier, Automatic Transmission",027-013-038,,
27,13,39,"Spring - Retarder Valve",027-013-039,,
27,13,40,Stator,027-013-040,,
27,13,41,"Retarder Valve",027-013-041,,
27,13,42,"Shim Kit - Planetary",027-013-042,,
27,13,43,"Gasket Kit - Retarder",027-013-043,,
27,13,44,"Cover - Retarder Housing",027-013-044,,
27,13,45,"Flange - Planetary Shaft ",027-013-045,,
27,13,46,"Clutch - Transmission Planetary Carrier",027-013-046,,
27,13,47,"O-Ring - Output Shaft, Automatic Transmission",027-013-047,,"Requested by Freightliner JP "
27,13,48,"Gear - Parking, Automatic Transmission",027-013-048,,"Requested by Motor JP "
27,13,49,"Oil Seal Kit - Output Shaft, Automatic Transmission ",027-013-049,,"Requested by SEFL JP "
27,14,0,"Reaction Carrier & Low Sprag Assembly - Front",027-014-000,,"updated by JP"
27,14,1,"Gear Assembly - Intermediate Range",027-014-001,,
27,14,2,"Drum - Reaction",027-014-002,,
27,14,3,"Bushing - Reaction Drum",027-014-003,,
27,14,4,"Race - Low Sprag Clutch, Outer",027-014-004,,"updated by JP"
27,14,5,"Planetary Carrier - Reaction, Front Or Intermediate",027-014-005,,
27,14,6,"Pin - Planet Pinion, Front Carrier, Automatic Transmission",027-014-006,,"updated by JP"
27,14,7,"Thrust Washer (Steel) - Pinion, Low Sprag Clutch, Automatic Transmission",027-014-007,,"updated by JP "
27,14,8,"Thrust Washer (Bronze) - Pinion, Low Sprag Clutch, Automatic Transmission",027-014-008,,"updated by JP "
27,14,9,"Needle Roller Bearing - Reaction Carrier",027-014-009,,
27,14,10,"Pinion - Planetary Carrier, Reaction, Front Or Intermediate",027-014-010,,
27,14,11,"Thrust Washer - Front Internal To Reaction Carrier",027-014-011,,
27,14,12,"Sprag Assembly - Low Clutch Or Low Roller Clutch",027-014-012,,"updated by JP"
27,14,13,"Ring Gear -  Intermediate Range",027-014-013,,
27,14,14,"Anchor - Intermediate",027-014-014,,
27,14,15,"Ring Gear - Internal, Front",027-014-015,,
27,14,16,"Hardware, Mounting - Intermediate Range Gear Assembly",027-014-016,,
27,14,17,"Bearing Assembly - Thrust, Reaction Carrier",027-014-017,,
27,14,18,"Ring - Internal Retaining, Reaction Carrier",027-014-018,,
27,14,19,"Seal - Planetary Carrier",027-014-019,,
27,15,0,"Carrier Assembly -  Rear Or Low, Output",027-015-000,,
27,15,1,"Gear Assembly - Low Range",027-015-001,,
27,15,2,"Gear - Low Range, Front Internal",027-015-002,,
27,15,3,"Carrier - Planetary (Output, Rear Or Low)",027-015-003,,
27,15,4,"Pin - Planet Pinion, Rear Carrier, Automatic Transmission",027-015-004,,"updated by JP"
27,15,5,"Thrust Washer (Steel) - Pinion, Planetary Carrier, Automatic Transmission",027-015-005,,"updated by JP "
27,15,6,"Thrust Washer (Bronze) - Pinion, Planetary Carrier, Automatic Transmission",027-015-006,,"updated by JP "
27,15,7,"Needle Roller Bearing - Low Range Carrier",027-015-007,,"updated by JP"
27,15,8,"Pinion - Planetary (Output, Rear Or Low)",027-015-008,,
27,15,9,"Anchor - Low",027-015-009,,
27,15,10,"Gear - Low Ring",027-015-010,,
27,16,0,"First Range Assembly",027-016-000,,
27,16,1,"Carrier - First Range Planetary",027-016-001,,
27,16,2,"Needle Bearing - First Range Planetary",027-016-002,,
27,16,3,"Pinion - First Range Planet",027-016-003,,
27,16,4,"Ring Gear - First Range",027-016-004,,
27,16,5,"Anchor - First Range",027-016-005,,
27,17,0,"Sun Gear & Shaft Assembly",027-017-000,,
27,17,1,"Shaft - Sun Gear",027-017-001,,
27,17,2,"Bushing - Sun Gear, Front Shaft",027-017-002,,
27,17,3,"Bushing - Sun Gear, Rear Shaft",027-017-003,,
27,17,4,"Thrust Race - Support To Sun Gear",027-017-004,,
27,17,5,"Thrust Bearing - Needle, Support To Sun Gear",027-017-005,,
27,17,6,"Gear - Sun, Automatic Transmission",027-017-006,,"updated by JP"
27,17,7,"Thrust Race - Sun Gear To Internal Gear",027-017-007,,
27,17,8,"Thrust Bearing - Needle, Sun Gear To Internal Gear",027-017-008,,
27,18,0,"Reverse Range Assembly",027-018-000,,
27,18,1,"Gear Assembly - Reverse Range",027-018-001,,
27,18,2,"Ring Gear - Reverse Range, Automatic Transmission",027-018-002,,"updated by JP"
27,18,3,"Gear - Reverse Sun",027-018-003,,
27,18,4,"Carrier - Reverse Range Planetary",027-018-004,,
27,18,5,"Needle Bearing - Reverse Range Planetary",027-018-005,,
27,18,6,"Pinion - Reverse Range Planetary",027-018-006,,
27,18,7,"Anchor - Reverse Range",027-018-007,,
27,19,0,"Main Shaft Assembly & Rear Internal Gear",027-019-000,,
27,19,1,"Main Shaft - Transmission",027-019-001,,
27,19,2,"Plug -  Main Shaft Cup",027-019-002,,
27,19,3,"Snap Ring -  Main Shaft To Internal",027-019-003,,
27,19,4,"Gear - Internal, Rear",027-019-004,,
27,19,5,"Thrust Race - Internal Gear To Output Shaft",027-019-005,,
27,19,6,"Thrust Bearing - Needle, Internal Gear To Output Shaft",027-019-006,,
27,19,7,"Retainer - Bearing, Input Shaft",027-019-007,,
27,19,8,"Shim - Main Shaft, Automatic Transmission",027-019-008,,
27,19,9,"Thrust Bearing - Main Shaft",027-019-009,,
27,19,10,"Clips & Retainers - Main Shaft",027-019-010,,
27,19,11,"Retainer - Spring, Main Shaft",027-019-011,,
27,19,12,"Seal - Main Shaft",027-019-012,,
27,20,0,Bands,027-020-000,,
27,20,1,"Band - Low Brake",027-020-001,,
27,20,2,"Hardware, Mounting - Low Brake Band",027-020-002,,
27,20,3,"Band - Front Brake",027-020-003,,
27,20,4,"Hardware, Mounting - Front Brake Band",027-020-004,,
27,20,5,"Brake Band - Low & Reverse, Rear",027-020-005,,
27,20,6,"Hardware, Mounting - Low & Reverse Rear Brake Band",027-020-006,,
27,20,7,"Band - Kickdown",027-020-007,,"Requested by Motor JP "
27,21,0,"Rear Servo Assembly",027-021-000,,
27,21,1,"Pin - Rear Band Apply",027-021-001,,
27,21,2,"Piston - Reverse Servo",027-021-002,,
27,21,3,"Seal - Reverse Servo Piston",027-021-003,,
27,21,4,"Piston - Accumulator",027-021-004,,
27,21,5,"Ring - Seal, Accumulator Piston",027-021-005,,
27,21,6,"Snap Ring - Retainer, Servo Piston",027-021-006,,
27,21,7,"Retainer - Servo Spring",027-021-007,,
27,21,8,"Spring - Servo Piston, Rear",027-021-008,,
27,21,9,"Spring - Rear Accumulator",027-021-009,,
27,21,10,"Cover - Rear Servo",027-021-010,,
27,21,11,"Gasket - Rear Servo Cover",027-021-011,,
27,21,12,"Servo - Rear, Automatic Transmission",027-021-012,,"Requested by Motor JP "
27,21,13,"Servo - Intermediate, Automatic Transmission",027-021-013,,"Requested by Motor JP "
27,21,14,"Servo Assembly - Rear",027-021-014,,"Requested by Motor JP "
27,22,0,"Low Servo Assembly",027-022-000,,
27,22,1,"Piston - Low Servo",027-022-001,,
27,22,2,"Spring - Piston Apply (Cushion)",027-022-002,,
27,22,3,"Rod - Piston",027-022-003,,
27,22,4,"Seal - Cover",027-022-004,,
27,22,5,"Cover - Low Servo",027-022-005,,
27,22,6,"Hardware, Mounting - Low Servo Cover",027-022-006,,
27,22,7,"Seat - Piston Apply Spring",027-022-007,,
27,22,8,"Retainer - Piston",027-022-008,,
27,22,9,"Seal (Or Ring) - Oil, Piston",027-022-009,,
27,22,10,"Spring - Piston Return",027-022-010,,
27,23,0,"Front Servo Assembly (2nd Gear Overrun)",027-023-000,,
27,23,1,"Piston - Front Servo",027-023-001,,
27,23,2,"Ring - Oil, Front Servo Piston",027-023-002,,
27,23,3,"Pin - Front Servo Piston",027-023-003,,
27,23,4,"Snap Ring - (Piston To Pin)",027-023-004,,
27,23,5,"Washer - Plain, Front Servo, Automatic Transmission",027-023-005,,"updated by JP "
27,23,6,"Spring - Front Servo Piston, Inner",027-023-006,,
27,23,7,"Spring - Front Servo Piston, Outer",027-023-007,,
27,23,8,"Gasket - Cover, Servo Piston",027-023-008,,
27,23,9,"Servo Assembly - Front",027-023-009,,"Requested by Motor JP "
27,24,0,"Valve Body Assembly - Main Control",027-024-000,,
27,24,1,"Body - Main Control Valve",027-024-001,,
27,24,2,"Range Selector Valve - Manual",027-024-002,,
27,24,3,"Shift Valve - 1-2 Shift",027-024-003,,
27,24,4,"Modulator Valve - 1-2 Or Shift Control",027-024-004,,
27,24,5,"Sleeve Or Bushing - 1-2 Modulator Or Shift Control",027-024-005,,
27,24,6,"Accumulator Valve - 1-2",027-024-006,,
27,24,7,"Shift Valve - 2-3",027-024-007,,
27,24,8,"Modulator Valve - 2-3",027-024-008,,
27,24,9,"Bushing - 2-3 Modulator Valve",027-024-009,,
27,24,10,"Downshift Valve - 3-2",027-024-010,,
27,24,11,"Timing Valve - High Speed Downshift",027-024-011,,
27,24,12,"Detent Valve",027-024-012,,
27,24,13,"Regulator Valve - Detent, Automatic Transmission",027-024-013,,
27,24,14,"Limit Valve - Modulator",027-024-014,,
27,24,15,"Plate Or Spacer - Valve Body",027-024-015,,
27,24,16,"Gasket - Valve Body To Plate Or Spacer",027-024-016,,
27,24,17,"Gasket - Plate Or Spacer To Case",027-024-017,,
27,24,18,"Adjustment Screw - 1-2 Accumulator Valve, Automatic Transmission",027-024-018,,
27,24,19,"Check Or Rear Pump Priming Ball",027-024-019,,
27,24,20,"Bolt - Valve Body To Case",027-024-020,,
27,24,21,"Plate - Oil Channel, Support",027-024-021,,
27,24,22,"Bolt - Oil Channel Support To Case, Pressure Regulator Valve",027-024-022,,
27,24,23,"Throttle Valve - Automatic Transmission",027-024-023,,"updated by JP "
27,24,24,"Check Valve - Rear Pump",027-024-024,,
27,24,25,"Check Valve - Front Pump",027-024-025,,
27,24,26,"Body - Retarder Valve",027-024-026,,
27,24,27,"Spring - Front Accumulator Piston",027-024-027,,
27,24,28,"Piston - Front Accumulator",027-024-028,,
27,24,29,"Oil Ring - Front Accumulator Piston",027-024-029,,
27,24,30,"Retainer Ring - Front Accumulator Piston",027-024-030,,
27,24,31,"Assembly Kit  - Control Valve",027-024-031,,
27,24,32,"Replacement Kit - Inching Valve Seal",027-024-032,,
27,24,33,"Plunger - Inching Valve, Automatic Transmission ",027-024-033,,
27,24,34,"O-Ring - Accumulator Valve",027-024-034,,
27,24,35,"Tube - Control Valve, Automatic Transmission ",027-024-035,,
27,24,36,"Cylinder - Inching Valve",027-024-036,,
27,24,37,"Spool - Inching Valve",027-024-037,,
27,24,38,"Adapter - Inching Valve",027-024-038,,
27,24,39,"Washer - Adapter, Inching Valve",027-024-039,,
27,24,40,"Hardware, Mounting - Throttle Valve",027-024-040,,
27,24,41,"Seal - Sleeve, Downshift Valve",027-024-041,,
27,24,42,"Gasket Kit - Valve Body Spacer Plate",027-024-042,,
27,24,43,"Wiring Harness - Transmission Shift Control Valve",027-024-043,,
27,24,44,Channel,027-024-044,,
27,24,45,"Plug - Shift",027-024-045,,
27,24,46,"Valve - Shift",027-024-046,,
27,24,47,"Valve - Main Control, Automatic Transmission",027-024-047,,
27,24,48,"Valve - Trim",027-024-048,,
27,24,49,"Spring - Shift",027-024-049,,
27,24,50,"Clips & Retainers - Valve Body",027-024-050,,
27,24,51,"O-Ring - Solenoid Valve, Automatic Transmission",027-024-051,,
27,24,52,"Solenoid Screen - Valve Body",027-024-052,,
27,24,53,"Solenoid - On/Off",027-024-053,,
27,24,54,"Valve - Exhaust",027-024-054,,
27,24,55,"Spring - Exhaust Valve",027-024-055,,
27,24,56,"Valve - Control Relief",027-024-056,,
27,24,57,"Spring - Control Relief",027-024-057,,
27,24,58,"Solenoid - Trim",027-024-058,,
27,24,59,"Bracket - Solenoid Valve",027-024-059,,
27,24,60,"Switch - Pressure, Valve Body, Automatic Transmission",027-024-060,,
27,24,61,"Plug - Accumulator",027-024-061,,
27,24,62,"Spring - Accumulator",027-024-062,,
27,24,63,"Tube - Reverse Signal",027-024-063,,
27,24,64,"Spring - Trim",027-024-064,,
27,24,65,"Electrical Connector",027-024-065,,
27,24,66,"Adapter/Riser - Electrical Connector",027-024-066,,
27,24,67,"Gasket/Seal - Electrical Connector",027-024-067,,
27,24,68,"Sensor - Temperature, Automatic Transmission",027-024-068,,
27,24,69,"Seal, Face",027-024-069,,
27,24,71,"Spring - Regulator Solenoid Valve",027-024-071,,
27,24,72,"Valve - A/R",027-024-072,,
27,24,73,"Spring - A/R Valve",027-024-073,,
27,24,74,"Stop - A/R Valve",027-024-074,,
27,24,75,"Override Valve",027-024-075,,
27,24,76,"Spring - Override Valve",027-024-076,,
27,24,77,"Stop - Override Valve",027-024-077,,
27,24,78,"Valve - Lockup Relay",027-024-078,,
27,24,79,"Spring - Lockup Relay Valve",027-024-079,,
27,24,80,"Stop - Lockup Relay Valve",027-024-080,,
27,24,81,"Spring - Main Control Valve",027-024-081,,
27,24,82,"Stop - Main Control Valve",027-024-082,,
27,24,83,"Latch Valve",027-024-083,,
27,24,84,"Spring - Latch Valve",027-024-084,,
27,24,85,"Stop - Latch Valve",027-024-085,,
27,24,86,"Stop - Exhaust Valve",027-024-086,,
27,24,87,"Spring - Converter Regulator Valve",027-024-087,,
27,24,88,"Stop - Converter Regulator Valve",027-024-088,,
27,24,89,"Sensor - Oil Level, Automatic Transmission",027-024-089,,
27,24,90,"Bracket - Oil Level Sensor",027-024-090,,
27,24,91,"Seal - Oil Level Sensor",027-024-091,,
27,24,92,"Drain Plug - Oil",027-024-092,,
27,24,93,"Plug - Pressure Tap",027-024-093,,
27,24,95,"Valve - Solenoid Regulator",027-024-095,,
27,24,97,"Protective Plate - Solenoid",027-024-097,,
27,24,98,"Interlock Valve",027-024-098,,
27,24,99,"Spring - Interlock Valve",027-024-099,,
27,24,100,"Spacer - Oil Level Sensor",027-024-100,,
27,24,101,"Base Plate - Oil Level Sensor",027-024-101,,
27,24,103,"Modulator Valve Assembly - Main",027-024-103,,
27,24,104,"Housing - Main Modulator Valve",027-024-104,,
27,24,105,"Spring - Inching Valve",027-024-105,,"Requested by Parts River JP"
27,24,106,"Pedal - Inching",027-024-106,,"Requested by Parts River JP"
27,24,107,"Cable - Inching Pedal Linkage",027-024-107,,"Requested by Parts River JP "
27,24,108,"Check-Ball - Valve Body, Automatic Transmission",027-024-108,,"Requested by Motor JP "
27,24,109,"Plug - Control Valve, Valve Body, Automatic Transmission",027-024-109,,"Requested by Motor JP "
27,24,110,"Retaining Plate - Control Valve, Valve Body, Automatic Transmission",027-024-110,,"Requested by Motor JP "
27,24,111,"Sleeve - Control Valve, Valve Body, Automatic Transmission",027-024-111,,"Requested by Motor JP "
27,24,112,"Retainer - Spring Clip, Control Valve, Valve Body, Automatic Transmission",027-024-112,,"Requested by Motor JP "
27,24,113,"Filter - Valve Body, Automatic Transmission",027-024-113,,"Requested by Motor JP "
27,24,114,"Solenoid - Clutch, Torque Converter",027-024-114,,"Requested by Motor JP "
27,24,115,"Solenoid - Shift",027-024-115,,"Requested by Motor JP "
27,24,116,"Solenoid - Pressure Control",027-024-116,,"Requested by Motor JP "
27,24,117,"Switch - Fluid Temperature",027-024-117,,"Requested by Motor JP "
27,24,118,"Sensor - Range, Automatic Transmission",027-024-118,,"Requested by Motor JP "
27,24,119,"Switch - Kickdown Solenoid, Automatic Transmission",027-024-119,,"Requested by Motor JP "
27,24,120,"Switch - Spark Control, Automatic Transmission",027-024-120,,"Requested by Motor JP "
27,24,121,"Switch - Lockup, Torque Converter",027-024-121,,"Requested by Motor JP "
27,24,122,"Sensor - Oil Temperature, Automatic Transmission",027-024-122,,"Requested by Motor JP "
27,24,123,"Valve - Pilot",027-024-123,,"Requested by Motor JP "
27,24,124,"Sensor - Line Pressure",027-024-124,,"Requested by Motor JP "
27,24,125,"Transducer - Pressure",027-024-125,,"Requested by Motor JP "
27,25,0,"Solenoid Assembly - Detent, Automatic Transmission",027-025-000,,"updated by JP"
27,25,1,"Solenoid Assembly",027-025-001,,
27,25,2,"Gasket - Solenoid Assembly, Automatic Transmission",027-025-002,,"updated by JP"
27,25,3,"Hardware, Mounting - Solenoid Assembly",027-025-003,,
27,25,4,"Connector - Electrical (Solenoid)",027-025-004,,
27,25,5,"Seal - Electrical Connector, O-Ring",027-025-005,,
27,25,6,"Tube Kit - Solenoid",027-025-006,,
27,25,7,"Seal - O-Ring, Solenoid Tube",027-025-007,,
27,26,0,"Modulator Assembly",027-026-000,,
27,26,1,"Modulator Assembly - Vacuum",027-026-001,,
27,26,2,"Modulator Valve - Vacuum",027-026-002,,
27,26,3,"Seal - O-Ring Vacuum Modulator",027-026-003,,
27,26,4,"Hardware, Mounting - Vacuum Modulator Assembly",027-026-004,,
27,26,5,"Connector Or Clamp - Rubber Sleeve",027-026-005,,
27,26,6,"Modulator Valve - Hydraulic",027-026-006,,
27,26,7,"Line - Vacuum Modulator, Automatic Transmission",027-026-007,,"updated by JP"
27,27,0,"Valve Body Assembly - Stator Control",027-027-000,,
27,27,1,"Body - Stator Control Valve",027-027-001,,
27,27,2,"Plate - Stator Control Valve",027-027-002,,
27,27,3,"Stator Control Valve",027-027-003,,
27,27,4,"Hardware, Mounting - Stator Control Valve Body",027-027-004,,
27,28,0,"Solenoid Assembly - Variable Pitch Stator Control",027-028-000,,
27,28,1,"Solenoid Assembly - Stator Control",027-028-001,,
27,28,2,"Gasket - Variable Pitch Stator Solenoid, Automatic Transmission",027-028-002,,"updated by JP"
27,28,3,"Hardware, Mounting - Stator Control Solenoid Assembly",027-028-003,,
27,29,0,"Oil Pump Assembly - Automatic Transmission",027-029-000,,
27,29,1,"Shaft - Stator",027-029-001,,
27,29,2,"Bushing - Stator Shaft",027-029-002,,
27,29,3,"Seal Assembly - Front Pump",027-029-003,,
27,29,4,"Body Assembly - Front Pump, Automatic Transmission",027-029-004,,
27,29,5,"Bushing - Front Pump Body",027-029-005,,
27,29,6,"Oil Pump Assembly - Automatic Transmission",027-029-006,,"updated by JP"
27,29,7,"Gear - Driving, Front Pump",027-029-007,,
27,29,8,"Gear - Driven, Front Pump",027-029-008,,
27,29,9,"O-Ring/Seal - Oil Pump To Case, Front",027-029-009,,
27,29,10,"Coupling Assembly - Oil Pump Drive, Front",027-029-010,,
27,29,11,"Cover - Front Pump Or Plate Assembly",027-029-011,,
27,29,12,"Gasket - Front Pump Cover To Case",027-029-012,,
27,29,13,"Hardware, Mounting - Front Pump Or Plate Assembly Cover",027-029-013,,
27,29,14,"Plug - Oil Pump Cover (Cup)",027-029-014,,
27,29,15,"Ring - Pump Cover To Clutch Drum Oil",027-029-015,,
27,29,16,"Bolt - Oil Pump To Case",027-029-016,,
27,29,17,"Seal - Oil Pump To Case Bolt, O-Ring",027-029-017,,
27,29,18,"Bypass Valve - Oil Cooler Or Lubrication",027-029-018,,
27,29,19,"Spring - Oil Cooler Or Lubrication Bypass",027-029-019,,
27,29,20,"Seat - Oil Cooler Or Lubrication Bypass",027-029-020,,
27,29,21,"Outcheck Valve - Converter",027-029-021,,
27,29,22,"Downshift Timing Valve",027-029-022,,
27,29,23,"Spring - Downshift Timing Valve",027-029-023,,
27,29,24,"Ball - Downshift Timing Valve",027-029-024,,
27,29,25,"Pressure Regulator Valve",027-029-025,,
27,29,26,"Spring - Pressure Regulator",027-029-026,,
27,29,27,"Sleeve - Reverse & Modulator Boost Valve",027-029-027,,
27,29,28,"Reverse & Modulator Boost Valve",027-029-028,,
27,29,29,"Plug - Pressure Regulator Valve Bore",027-029-029,,
27,29,30,"Retainer - Sleeve Or Plug",027-029-030,,
27,29,31,"Clips & Retainers - Oil Pump",027-029-031,,
27,29,32,"O-Rings - Oil Pump",027-029-032,,
27,29,33,"Separator Plate - Oil Pump",027-029-033,,
27,29,34,"Support Assembly - Oil Pump",027-029-034,,
27,29,35,"Bearing - Oil Pump, Automatic Transmission",027-029-035,,
27,29,36,"Valve - Relief, Oil Pump, Automatic Transmission",027-029-036,,
27,29,37,"Valve - Clutch",027-029-037,,
27,29,38,"Spring - Clutch Valve",027-029-038,,
27,29,39,"Thrust Washer - Oil Pump, Automatic Transmission",027-029-039,,
27,29,50,"Stop - Lube Regulator",027-029-050,,
27,29,51,"Seal - Converter Housing Bolt",027-029-051,,
27,29,52,"Wear Plate - Front Pump",027-029-052,,
27,29,53,"Ground Sleeve Assembly",027-029-053,,
27,29,54,"Valve - Converter Flow",027-029-054,,
27,29,55,"Spring - Converter Flow",027-029-055,,
27,29,56,"Stop - Converter Flow",027-029-056,,
27,29,57,"Valve - Lube Regulator",027-029-057,,
27,29,58,"Spring - Lube Regulator",027-029-058,,
27,29,59,"Valve - Main Regulator",027-029-059,,
27,29,60,"Spring - Main Regulator",027-029-060,,
27,29,61,"Stop - Main Regulator Valve",027-029-061,,
27,29,62,"Gasket - Separator Plate, Oil Pump, Automatic Transmission",027-029-062,,
27,29,63,"Support - Front Pump",027-029-063,,
27,29,64,"Valve - Thermo, Transmission Oil Cooler",027-029-064,,
27,29,65,"Bearing - Coupler",027-029-065,,"Requested by Parts River JP "
27,29,66,"Gasket - Strainer",027-029-066,,"Requested by Parts River JP "
27,30,0,"Rear Pump",027-030-000,,
27,30,1,"Body - Rear Pump, Automatic Transmission",027-030-001,,
27,30,2,"Bushing - Rear Pump Body",027-030-002,,
27,30,3,"Seal - Rear Pump",027-030-003,,
27,30,4,"Gear - Driven, Rear Pump",027-030-004,,
27,30,5,"Gear - Drive, Rear Pump",027-030-005,,
27,30,6,"Key - Rear Pump Drive, Automatic Transmission ",027-030-006,,
27,30,7,"Wear Plate - Rear Pump, Automatic Transmission",027-030-007,,"updated by JP "
27,31,0,"Rear Bearing Retainer Or Case Extension Assembly",027-031-000,,
27,31,1,"Housing - Case Extension",027-031-001,,
27,31,2,"Hardware, Mounting - Case Extension Housing",027-031-002,,
27,31,3,"Bushing Or Bearing - Case Extension Housing",027-031-003,,
27,31,4,"Seal - Extension To Case",027-031-004,,
27,31,5,"Seal - Rear, Automatic Transmission",027-031-005,,"updated by JP"
27,31,6,"Retainer - Rear Bearing",027-031-006,,
27,31,7,"Gasket - Rear Bearing Retainer",027-031-007,,
27,31,8,"Bearing Kit - Extension Housing",027-031-008,,
27,31,9,"Gasket  - Case  Extension Housing",027-031-009,,
27,31,10,"Sensor - Speed Converter, Oil Pump, Automatic Transmission",027-031-010,,
27,31,11,"O-Ring - Speed Sensor",027-031-011,,
27,31,12,"Clips & Retainers - Case Extension",027-031-012,,
27,31,13,"Yoke - Transmission Output",027-031-013,,
27,31,17,"Flange - Output Yoke",027-031-017,,
27,31,18,"Yoke - Assembly",027-031-018,,
27,31,19,"Shim - Case Housing Extension",027-031-019,,
27,31,20,"Ring - Internal Retaining, Rear Bearing",027-031-020,,
27,31,21,"Nut - Output",027-031-021,,
27,31,22,"Adapter - Yoke Coupling",027-031-022,,
27,31,23,"Retaining Plate - Yoke Coupler",027-031-023,,
27,31,24,"Service Kit - Yoke Coupler",027-031-024,,
27,31,25,"Retaining Plug - Yoke Coupler",027-031-025,,
27,31,26,"Gasket - Channel Plate",027-031-026,,
27,31,27,"Gasket - Separator Plate, Automatic Transmission",027-031-027,,
27,31,28,"Gasket - Solenoid Cover",027-031-028,,
27,31,29,"Bracket - Rear Support, Extension Housing",027-031-029,,
27,31,30,"Wiring Harness - Transmission Oil Pump",027-031-030,,
27,31,31,"O-Rings - Case",027-031-031,,
27,31,32,"Plate - Channel",027-031-032,,
27,31,33,"Plate - Solenoid Separator",027-031-033,,
27,31,34,"Plug - Carrier",027-031-034,,
27,31,36,"Plug - Tachograph",027-031-036,,
